Categoria;Fabricante;Cod.;Modelo;Combustivel;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310030;DAILY55C16 GRANFUR;D;;;;; R$ 69.657,00 ; R$ 66.079,00 ; R$ 59.547,00 ; R$ 57.037,00 ; R$ 50.951,00 ; R$ 47.833,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310029;DAILY55C16 CD;D;;;;; R$ 70.610,00 ; R$ 68.515,00 ; R$ 60.675,00 ; R$ 57.431,00 ; R$ 54.662,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310027;DAILY70C16 CS-IF;D;;;;;;;;; R$ 45.228,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310056;DAILY 70C16HDCS;D;;;;; R$ 65.290,00 ; R$ 61.557,00 ; R$ 54.485,00 ;;; R$ 46.965,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351096;TECTOR 260E28;G;;;; R$ 136.984,00 ;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310026;DAILY55C16 VET-I;D;;;;;;;;; R$ 59.575,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351097;VERTIS 90V18;D; R$ 95.027,00 ; R$ 87.274,00 ; R$ 80.153,00 ; R$ 73.613,00 ; R$ 65.380,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310021;DAILY55C16 CS-IF;D;;;;;;;;; R$ 50.480,00 ; R$ 47.580,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310024;DAILY55C16 GF-IF;D;;;;;;;;; R$ 50.019,00 ; R$ 48.913,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310025;DAILY55C16 MF-IF;D;;;;;;;;; R$ 51.171,00 ; R$ 47.471,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351063;STR740S DALBOZA CA;D;;;;;; R$ 203.820,00 ; R$ 193.629,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310023;DAILY55C16 CD-IF;D;;;;;;;;;; R$ 47.232,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351098;DAILY AUTOMAR AMB;D; R$ 84.397,00 ; R$ 81.400,00 ; R$ 78.509,00 ; R$ 75.720,00 ; R$ 72.423,00 ; R$ 70.313,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;Cod.;Modelo;Comb; R$ 2.016,00 ; R$ 2.015,00 ; R$ 2.014,00 ; R$ 2.013,00 ; R$ 2.012,00 ; R$ 2.011,00 ; R$ 2.010,00 ; R$ 2.009,00 ; R$ 2.008,00 ; R$ 2.007,00 ; R$ 2.006,00 ; R$ 2.005,00 ; R$ 2.004,00 ; R$ 2.003,00 ; R$ 2.002,00 
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351070;DAILY 55C17MAXIFUR;D;; R$ 85.587,00 ; R$ 78.603,00 ; R$ 72.190,00 ; R$ 68.464,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351034;240E25 MASTER;D;;;;; R$ 130.692,00 ; R$ 128.425,00 ; R$ 114.258,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351045;IVECO TRAKKER 410T42H;D;;;;;; R$ 255.997,00 ; R$ 246.034,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351049;ECARGO CIOATO 170;D;;;;;; R$ 102.301,00 ; R$ 87.286,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351050;CAVALLINO 450E32T;D;;;;; R$ 93.728,00 ; R$ 89.275,00 ; R$ 83.608,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351052;TECTOR MANOS C;D;;;;;;; R$ 97.588,00 ; R$ 92.462,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351057;STR570S DALBOZA CA;D;;;;;; R$ 156.390,00 ; R$ 139.666,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351061;CUR450 RODOVALE CA;D;;;;;; R$ 101.475,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351062;CURS450 ZAMBONI CA;D;;;;;; R$ 94.866,00 ; R$ 89.322,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347173;DAILY4013 CC;D;;;;;;;;;;; R$ 35.496,00 ; R$ 32.538,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351065;DAILY 70C17HDCS;G;; R$ 89.627,00 ;;;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351066;DAILY 70C17HDCD;D; R$ 90.730,00 ; R$ 85.415,00 ; R$ 77.142,00 ; R$ 69.671,00 ; R$ 66.014,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351068;DAILY 70C17CS;D;;; R$ 79.881,00 ; R$ 72.597,00 ;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351095;TECTOR 170E22;D; R$ 137.579,00 ; R$ 127.054,00 ; R$ 117.333,00 ; R$ 107.527,00 ; R$ 104.967,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351071;DAILY 55C17GRANFUR;D;; R$ 84.186,00 ; R$ 79.380,00 ; R$ 75.192,00 ; R$ 70.622,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351073;DAILY 55C17CD;D;;; R$ 85.860,00 ; R$ 80.776,00 ; R$ 79.719,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351079;DAILY 55C17VETRATO;D;;; R$ 70.067,00 ;; R$ 67.078,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351083;DAILY 55C17CS;D; R$ 87.639,00 ; R$ 80.489,00 ; R$ 73.921,00 ; R$ 67.891,00 ; R$ 64.853,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351084;DAILY 45S17VETRATO;D;;;;; R$ 85.716,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351087;DAILY 45S17CS;D; R$ 83.654,00 ; R$ 78.530,00 ; R$ 73.684,00 ; R$ 69.564,00 ; R$ 68.126,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351089;DAILY 45S17GRANFUR;D;; R$ 79.687,00 ; R$ 75.894,00 ; R$ 69.733,00 ; R$ 67.423,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351092;DAILY 45S17CD;D;; R$ 86.381,00 ; R$ 77.694,00 ; R$ 72.421,00 ; R$ 68.800,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347191;DAILY4013 VETRATO;D;;;;;;;;;; R$ 40.712,00 ; R$ 37.306,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351093;TECTOR 170E20;G;;;;;; R$ 100.961,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310031;DAILY55C16 MAXIFUR;D;;;;; R$ 71.645,00 ; R$ 67.196,00 ; R$ 58.900,00 ; R$ 56.434,00 ; R$ 54.183,00 ; R$ 50.616,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347157;ECTECTOR 170E22 N;D;;;;;;;; R$ 77.433,00 ; R$ 74.578,00 ; R$ 71.599,00 ; R$ 68.998,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347162;DAILY7012 CC1;D;;;;;;;;;;;; R$ 38.957,00 ; R$ 35.599,00 ; R$ 34.385,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347161;ECTECTOR 170E22 N1;D;;;;;;;;; R$ 74.348,00 ; R$ 71.403,00 ; R$ 68.854,00 ; R$ 65.717,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347160;EUROTECH740E42TZN1;D;;;;;;;;;;;; R$ 130.760,00 ; R$ 117.801,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351033;E ROSSETTI 450E32T;D;;;;;;;;; R$ 74.743,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310053;TECTOR 170E25;D;;;;; R$ 108.505,00 ; R$ 100.864,00 ; R$ 93.760,00 ; R$ 89.950,00 ; R$ 86.190,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350663;TECTOR 170ET;D;; R$ 138.676,00 ;; R$ 119.806,00 ; R$ 118.330,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310052;ECTECTOR 170E24N;D;;;;;;;; R$ 80.740,00 ; R$ 77.934,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310051;TECTOR 170E25T;D;;;;;; R$ 100.857,00 ; R$ 93.781,00 ; R$ 89.968,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347176;DAILY7013 CC1;D;;;;;;;;;; R$ 45.039,00 ; R$ 42.509,00 ; R$ 38.993,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347159;EUROTECH 450E37TN1;D;;;;;;;;;;;; R$ 87.226,00 ; R$ 81.639,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347165;DAILY4013 VAN;D;;;;;;;;;;; R$ 45.145,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310047;170E25N 4X2;D;;;;; R$ 98.161,00 ; R$ 94.912,00 ; R$ 91.769,00 ; R$ 87.802,00 ; R$ 83.861,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310045;260E25N 6X4;D;;;;; R$ 132.498,00 ; R$ 124.921,00 ; R$ 110.744,00 ; R$ 107.240,00 ; R$ 100.862,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310044;TRAKKER 720T42TN;D;;;;; R$ 284.733,00 ; R$ 268.451,00 ; R$ 240.078,00 ; R$ 225.794,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347156;EUROTECH 450E37TN;D;;;;;;;;;;;; R$ 87.228,00 ; R$ 81.613,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310039;DAILY CIRILO AMB;D;;;;;;; R$ 51.507,00 ; R$ 47.861,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310040;EUROCARGO 260E25N;D;;;; R$ 136.448,00 ; R$ 131.895,00 ; R$ 127.493,00 ; R$ 121.071,00 ; R$ 112.300,00 ; R$ 109.115,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310042;TRAKKER 380T38N;D;;;;;;;; R$ 200.295,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310043;TRAKKER 380T42N;D;;;;; R$ 264.088,00 ; R$ 248.986,00 ; R$ 227.314,00 ; R$ 216.428,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310050;TECTOR 240E25;D;;;;; R$ 116.017,00 ; R$ 106.574,00 ; R$ 97.900,00 ; R$ 93.255,00 ; R$ 90.193,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347178;DAILY4013 CD1;D;;;;;;;;;;;; R$ 38.409,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347190;DAILY5013 VETRATO;D;;;;;;;;;; R$ 46.712,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347188;STRALISHD 570S38TN;D;;;;;;;; R$ 121.408,00 ; R$ 112.035,00 ; R$ 105.872,00 ; R$ 102.343,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347187;STRALIHD 570S38TN1;D;;;;;;;;; R$ 110.451,00 ; R$ 104.312,00 ; R$ 100.899,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310033;STRALIHD 490S38TN1;D;;;;;;;;; R$ 98.871,00 ; R$ 94.171,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310034;STRALIHD 490S42TN1;D;;;;;;;;; R$ 116.120,00 ; R$ 113.288,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347186;STRALIHD 450S38TN1;D;;;;;;;;;; R$ 98.730,00 ; R$ 95.654,00 ; R$ 92.723,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347185;STRALISHD 450S38TN;D;;;;;;;;;; R$ 105.136,00 ; R$ 102.456,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347182;DAILY7013 CC;G;;;;;;;;;;; R$ 42.492,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347163;DAILY4912 CD1;D;;;;;;;;;;;; R$ 43.271,00 ; R$ 41.140,00 ; R$ 36.565,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347179;DAILYCITY3813 VAN1;D;;;;;;;;;; R$ 39.892,00 ; R$ 38.741,00 ; R$ 34.269,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347164;DAILY7012 CD1;D;;;;;;;;;;;; R$ 40.632,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347177;DAILY5013 CD1;D;;;;;;;;;;; R$ 45.762,00 ; R$ 42.533,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347175;DAILY7013 CD1;D;;;;;;;;;;; R$ 44.792,00 ; R$ 40.676,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347172;DAILY3510 CD;D;;;;;;;;;;;;; R$ 40.646,00 ;; R$ 37.204,00 
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347171;DAILY7012 CC;D;;;;;;;;;;;;; R$ 35.308,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310054;TECTOR 260E25;D;;;;; R$ 125.581,00 ; R$ 118.400,00 ; R$ 104.063,00 ;; R$ 96.116,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347168;DAILY3510 CD1;D;;;;;;;;;;;; R$ 38.416,00 ; R$ 37.606,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347167;DAILY4013 VAN1;D;;;;;;;;;;; R$ 44.923,00 ; R$ 41.389,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347166;DAILY4013 CC1;G;;;;;;;;;;; R$ 35.507,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310032;DAILY70C16 CD;D;;;;;;; R$ 58.740,00 ; R$ 55.881,00 ; R$ 53.855,00 ; R$ 50.990,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347180;DAILYCITY3813 VAN;D;;;;;;;;;; R$ 39.909,00 ; R$ 38.755,00 ; R$ 35.986,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350603;TECTOR 170E28;D; R$ 144.824,00 ; R$ 133.010,00 ; R$ 122.159,00 ; R$ 112.193,00 ; R$ 108.654,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350667;STRALIS 800S56TZ;D; R$ 308.933,00 ; R$ 295.765,00 ; R$ 268.219,00 ; R$ 262.522,00 ;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347198;STRALISHD 450S42TN;D;;;;;;;;;; R$ 107.819,00 ; R$ 106.464,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347197;STRALISHD 570S42TN;D;;;;;;;; R$ 122.268,00 ; R$ 120.523,00 ; R$ 111.785,00 ; R$ 108.580,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347196;STRALHD 740S42TZN1;D;;;;;;;;; R$ 155.460,00 ; R$ 144.797,00 ; R$ 138.573,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347195;ECTECTOR 230E22N1;D;;;;;;;;; R$ 86.102,00 ; R$ 84.071,00 ; R$ 80.787,00 ; R$ 71.007,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347193;IVECOSTRALISHD 570S42T;D;;;;;;;;; R$ 120.127,00 ; R$ 111.450,00 ;; R$ 94.311,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;347192;DAILY5013 VETRATO1;D;;;;;;;;;; R$ 44.119,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350600;STRALIS 460S36T;D;; R$ 187.626,00 ; R$ 162.793,00 ; R$ 148.505,00 ; R$ 140.306,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310018;DAILY55C16 VETRATO;D;;;;;; R$ 67.919,00 ; R$ 63.853,00 ; R$ 61.126,00 ; R$ 57.325,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350602;TECTOR 240E28;D; R$ 163.076,00 ; R$ 154.600,00 ; R$ 145.273,00 ; R$ 136.984,00 ; R$ 126.213,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310017;DAILY55C16 CS;D;;;;; R$ 64.472,00 ; R$ 59.720,00 ; R$ 54.802,00 ; R$ 51.691,00 ; R$ 48.922,00 ; R$ 45.153,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350605;VERTIS 130V19;D;; R$ 90.290,00 ; R$ 82.923,00 ; R$ 76.157,00 ; R$ 72.069,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350606;TRAKKER 410T48;D;; R$ 321.890,00 ; R$ 303.862,00 ; R$ 298.269,00 ; R$ 284.258,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350607;TRAKKER 740T48T;D;; R$ 340.897,00 ; R$ 336.529,00 ; R$ 312.023,00 ; R$ 302.179,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350609;TRAKKER 740T44T;D;;;;; R$ 272.309,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350610;TRAKKER 410T44;D;;;; R$ 300.312,00 ; R$ 275.810,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350613;STRALIS 490S40T;D;; R$ 194.055,00 ; R$ 187.603,00 ; R$ 181.365,00 ; R$ 174.181,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350614;STRALIS 490S48T;D;;;; R$ 195.359,00 ; R$ 184.207,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350615;STRALIS 600S48T;D;; R$ 262.518,00 ; R$ 242.619,00 ; R$ 227.829,00 ; R$ 220.327,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350616;STRALIS 600S40T;G;;; R$ 213.503,00 ;;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350601;TECTOR 240E28S;D; R$ 181.113,00 ; R$ 171.517,00 ; R$ 154.958,00 ; R$ 144.671,00 ; R$ 134.502,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350090;ECCURSOR 450E32TN;D;;;;;;; R$ 83.650,00 ; R$ 71.734,00 ; R$ 70.715,00 ; R$ 65.846,00 ; R$ 64.993,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310003;DCAMPO4013 4X4CD;D;;;;;;;;;; R$ 45.424,00 ; R$ 42.620,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310004;STRALIHD 450S42TN1;D;;;;;;;;;;; R$ 98.467,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310005;STRALIHD 570S42TN1;D;;;;;;;;; R$ 120.142,00 ; R$ 111.457,00 ; R$ 108.267,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310010;DAILY7013 CC1 HOBB;D;;;;;;;;;;; R$ 48.940,00 ; R$ 45.201,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310012;DAILY13 RONTAN AMB;D;;;;;;;;;; R$ 52.816,00 ; R$ 51.084,00 ; R$ 45.761,00 ; R$ 42.871,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;Cod.;Modelo;Comb; R$ 2.016,00 ; R$ 2.015,00 ; R$ 2.014,00 ; R$ 2.013,00 ; R$ 2.012,00 ; R$ 2.011,00 ; R$ 2.010,00 ; R$ 2.009,00 ; R$ 2.008,00 ; R$ 2.007,00 ; R$ 2.006,00 ; R$ 2.005,00 ; R$ 2.004,00 ; R$ 2.003,00 ; R$ 2.002,00 
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310013;STRALISHD 490S38TN;D;;;;;;;; R$ 100.964,00 ; R$ 97.540,00 ; R$ 94.638,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310014;STRALISHD 490S42TN;D;;;;;;;; R$ 130.896,00 ; R$ 122.608,00 ; R$ 110.951,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310015;STRALIHD 740S42TZN;D;;;;; R$ 187.835,00 ; R$ 176.696,00 ;; R$ 161.226,00 ; R$ 156.385,00 ; R$ 146.169,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310019;DAILY70C16 CS;D;;;;;; R$ 60.816,00 ; R$ 54.738,00 ; R$ 52.583,00 ; R$ 51.272,00 ; R$ 48.005,00 ;;;; R$ 43.565,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350089;IVECOECCURSOR GNG 450;D;;;;;;;;; R$ 111.856,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350621;STRALIS 600S44T;D; R$ 244.274,00 ; R$ 236.154,00 ; R$ 228.303,00 ; R$ 217.233,00 ; R$ 211.969,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350091;D GREENCAR AMB 09;D;;;;; R$ 59.415,00 ; R$ 56.061,00 ; R$ 52.896,00 ; R$ 49.480,00 ; R$ 47.033,00 ; R$ 45.863,00 ; R$ 41.610,00 ; R$ 38.643,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350092;DAILY MODIFICAR EM;D;;;;; R$ 61.590,00 ; R$ 56.866,00 ; R$ 54.467,00 ; R$ 52.171,00 ; R$ 48.329,00 ; R$ 44.510,00 ; R$ 42.640,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350093;RIBEIRAUTO AMB;D;;;;; R$ 53.796,00 ; R$ 51.861,00 ; R$ 48.618,00 ; R$ 44.820,00 ; R$ 40.775,00 ; R$ 38.562,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350098;DAILY GCASA AMB1;D;; R$ 68.821,00 ;; R$ 66.245,00 ;; R$ 55.503,00 ; R$ 54.237,00 ; R$ 53.045,00 ; R$ 48.631,00 ; R$ 45.848,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350099;ECCURSOR;D;;;;;;;;; R$ 70.715,00 ; R$ 65.846,00 ; R$ 64.993,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;348309;DAILY 40S14CS;D; R$ 80.613,00 ;;;;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;348307;DAILY55CE CAB;G;;;;;; R$ 60.490,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;348306;TRAKKER 380T SETEC;D;;;;;;;; R$ 201.916,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;348305;STRALIS 450S33T;D;;; R$ 165.953,00 ; R$ 153.616,00 ; R$ 146.302,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;310016;IVECOSTRALISHD 490S38T;D;;;;;;;;; R$ 97.540,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;351002;IVECOECTECTOR 230E24;D;;;;;;;;; R$ 88.605,00 ;; R$ 80.849,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350687;ECUR450 CARMETAL C;D;;;;;;;; R$ 126.546,00 ; R$ 110.867,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350688;IVECO MAGIRUS FRAP;D;;;;;;; R$ 144.607,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350689;IVECO MAGIRUS M 60 L;D;;;; R$ 217.281,00 ;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350690;IVECO MAGIRUS M32 L-AS;D;;;; R$ 215.872,00 ;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350691;IVECO MAGIRUS CCF 4000;D;; R$ 206.303,00 ;; R$ 179.870,00 ;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350694;TECTOR 240E30SID;D; R$ 183.237,00 ;;;;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350695;STRALIS 600S GERM;D;;;; R$ 208.297,00 ;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350697;VERTIS MITREN BOM;D; R$ 109.120,00 ;;;;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;IVECO-FIAT;350618;STRALIS 490S44T;D; R$ 230.116,00 ; R$ 218.529,00 ; R$ 200.105,00 ; R$ 193.453,00 ; R$ 187.349,00 ;;;;;;;;;;
